miRNA_ID,mesh_similarity,doid_similarity,num_sources_mesh,num_sources_doid,mesh_disease_count,doid_disease_count,mesh_max_jaccard,doid_max_jaccard,mesh_jaccard_std,doid_jaccard_std,inter_ontology_agreement
hsa-mir-371b,0.0,0.0,2,2,6,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-4730,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-569,0.0,0.0,2,2,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-1261,0.01111111111111111,0.0,3,2,7,6,0.16666666666666666,0.0,0.041573970964154904,0.0,0.9888888888888889
hsa-mir-196a-1,0.011111111111111112,0.029012345679012345,4,4,16,15,0.1,0.2222222222222222,0.03142696805273545,0.06840720576770387,0.9820987654320987
hsa-mir-548ah,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-1263,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-6795,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6888,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6777,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-7111,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6763,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-3928,0.0,0.0,2,2,4,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-7-2,0.0,0.0,2,2,7,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-4713,0.0,0.0,2,2,4,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-4723,0.0303030303030303,0.0303030303030303,2,2,3,3,0.3333333333333333,0.3333333333333333,0.09582659576267816,0.09582659576267816,1.0
hsa-mir-4634,0.0,0.0,1,1,3,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-6125,0.0,0.0,1,1,6,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-1913,0.0,0.0,3,3,6,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-548ar,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4652,0.0,0.0,1,1,5,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-4484,0.0,0.0,3,3,6,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-3907,0.0,0.0,1,1,5,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-7974,0.0,0.0,1,1,1,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-7706,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6506,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-659,0.0,0.0,2,2,11,13,0.0,0.0,0.0,0.0,1.0
hsa-mir-8074,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1269b,0.013333333333333334,0.0,3,3,6,7,0.2,0.0,0.04988876515698589,0.0,0.9866666666666667
hsa-mir-4645,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-718,0.0,0.0,3,3,8,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-676,0.0,0.0,2,2,4,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-2355,0.0053475935828877,0.004545454545454546,2,2,17,20,0.058823529411764705,0.05,0.016910575722825557,0.014373989364401724,0.9991978609625668
hsa-mir-5586,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6815,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6751,0.0,0.0,1,1,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-9-1,0.019217383923266277,0.02236842105263158,3,3,27,25,0.18181818181818182,0.21052631578947367,0.04707866811728223,0.05912762227254535,0.9968489628706347
hsa-mir-586,0.013333333333333334,0.0,3,3,6,7,0.2,0.0,0.04988876515698589,0.0,0.9866666666666667
hsa-mir-4521,0.0,0.009090909090909092,2,2,11,10,0.0,0.1,0.0,0.02874797872880345,0.990909090909091
hsa-mir-4269,0.0,0.0,2,2,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6874,0.0,0.0,1,1,5,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-3909,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4442,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-557,0.0101010101010101,0.007575757575757575,2,2,9,12,0.1111111111111111,0.08333333333333333,0.03194219858755939,0.02395664894066954,0.9974747474747475
hsa-mir-4798,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-1204,0.009259259259259259,0.021825396825396824,4,4,9,9,0.16666666666666666,0.25,0.03817690394090426,0.06426243944722876,0.9874338624338624
hsa-mir-548j,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-924,0.0,0.0,2,2,6,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-3157,0.01515151515151515,0.0,2,2,6,8,0.16666666666666666,0.0,0.04791329788133908,0.0,0.9848484848484849
hsa-mir-6808,0.0,0.0,1,1,4,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4290,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1203,0.0,0.018181818181818184,2,2,5,5,0.0,0.2,0.0,0.0574959574576069,0.9818181818181818
hsa-mir-3150b,0.0,0.0,2,2,5,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-938,0.0,0.0,3,3,8,9,0.0,0.0,0.0,0.0,1.0
hsa-mir-4274,0.0,0.0,2,2,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-6856,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4440,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4729,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4508,0.0,0.0,2,2,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4303,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-3927,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4317,0.022727272727272728,0.0,2,2,4,6,0.25,0.0,0.07186994682200862,0.0,0.9772727272727273
hsa-mir-3174,0.01515151515151515,0.0,2,2,6,6,0.16666666666666666,0.0,0.04791329788133908,0.0,0.9848484848484849
hsa-mir-4282,0.01515151515151515,0.0,2,2,6,9,0.16666666666666666,0.0,0.04791329788133908,0.0,0.9848484848484849
hsa-mir-6879,0.0,0.0,1,1,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-6774,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6804,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-3977,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6758,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-567,0.006493506493506493,0.0,2,2,14,16,0.07142857142857142,0.0,0.02053427052057389,0.0,0.9935064935064936
hsa-mir-6753,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4456,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-2052,0.0,0.0,1,1,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4295,0.011363636363636364,0.0,2,2,8,12,0.125,0.0,0.03593497341100431,0.0,0.9886363636363636
hsa-mir-7161,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4319,0.005128205128205128,0.0,3,3,14,14,0.07692307692307693,0.0,0.019187986598840728,0.0,0.9948717948717949
hsa-mir-4693,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4644,0.0,0.0,2,2,5,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4449,0.0,0.0,1,1,4,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6796,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-922,0.007407407407407407,0.0,3,3,10,15,0.1111111111111111,0.0,0.027715980642769936,0.0,0.9925925925925926
hsa-mir-4537,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-522,0.016839641839641838,0.0,4,4,15,17,0.14285714285714285,0.0,0.03955688154901516,0.0,0.9831603581603582
hsa-mir-6739,0.0,,1,0,2,0,0.0,,0.0,,
hsa-mir-5000,0.0,,1,0,3,0,0.0,,0.0,,
hsa-mir-1265,0.022857142857142857,0.0,3,3,7,8,0.2,0.0,0.0592010295920764,0.0,0.9771428571428571
hsa-mir-219a-1,0.022727272727272728,0.0,2,2,4,4,0.25,0.0,0.07186994682200862,0.0,0.9772727272727273
hsa-mir-4677,0.0,0.0,1,1,6,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-3929,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4446,0.0,0.0,2,2,4,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-4649,0.0,0.0,1,1,5,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-4647,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-580,0.0,0.0,1,1,8,9,0.0,0.0,0.0,0.0,1.0
hsa-mir-611,0.0,0.0,2,2,6,8,0.0,0.0,0.0,0.0,1.0
hsa-mir-2682,0.0,0.0,2,2,9,13,0.0,0.0,0.0,0.0,1.0
hsa-mir-8079,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-5007,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-548ac,0.0,0.0,1,1,3,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-523,0.016666666666666666,0.016666666666666666,3,3,7,10,0.25,0.25,0.06236095644623236,0.06236095644623236,1.0
hsa-mir-12119,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4496,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-3171,0.0,0.0,1,1,4,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-8063,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-6736,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-1909,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-1185-2,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6868,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4451,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4433a,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-3164,0.0,0.0,3,3,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4323,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4310,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6515,0.0,0.0,1,1,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-1269a,0.012121212121212121,0.014814814814814814,3,3,12,10,0.18181818181818182,0.2222222222222222,0.04535342286998717,0.05543196128553987,0.9973063973063974
hsa-mir-3529,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-5006,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6875,0.0,0.0,1,1,7,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-4719,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4766,0.0,0.0,1,1,5,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-548g,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-2110,0.0,0.0,1,1,8,8,0.0,0.0,0.0,0.0,1.0
hsa-mir-6734,0.0,0.0,1,1,4,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-6131,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6716,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4747,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6740,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6787,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6762,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6754,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6747,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6761,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4270,0.0,0.0,2,2,8,8,0.0,0.0,0.0,0.0,1.0
hsa-mir-518d,0.0,0.0,3,3,7,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-4718,0.0,0.0,1,1,4,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-8055,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-5589,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4481,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4498,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-1237,0.0,0.0,3,3,7,8,0.0,0.0,0.0,0.0,1.0
hsa-mir-4786,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4525,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4646,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4485,0.0,0.0,2,2,10,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-4422,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4790,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-596,0.011794871794871795,0.0,3,3,13,16,0.1,0.0,0.030364864293512744,0.0,0.9882051282051282
hsa-mir-4734,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6765,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6789,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-519b,0.009523809523809523,0.009523809523809523,3,3,11,12,0.14285714285714285,0.14285714285714285,0.035634832254989916,0.035634832254989916,1.0
hsa-mir-5193,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-7160,0.0,0.0,1,1,1,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-105-1,0.0,0.0,2,2,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-3120,0.0,0.0,1,1,4,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-4465,0.0,0.0,3,3,7,8,0.0,0.0,0.0,0.0,1.0
hsa-mir-6887,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-7156,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-3199-2,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-103a-2,0.01111111111111111,0.0,3,3,7,9,0.16666666666666666,0.0,0.041573970964154904,0.0,0.9888888888888889
hsa-mir-128-2,0.013333333333333334,0.0,3,3,6,8,0.2,0.0,0.04988876515698589,0.0,0.9866666666666667
hsa-mir-3117,0.0,0.0,4,4,7,9,0.0,0.0,0.0,0.0,1.0
hsa-mir-4703,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6784,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4687,0.0,0.0,2,2,6,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-4491,0.0,0.0,1,1,4,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-4692,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4518,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4659a,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6803,0.0,0.0,1,1,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-548v,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1976,0.0,0.0,3,3,7,6,0.0,0.0,0.0,0.0,1.0
hsa-mir-4698,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-3150a,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4318,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6829,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4460,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4296,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1251,0.0,0.0,1,1,6,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-3691,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-3123,0.0,0.0,1,1,3,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4507,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4784,0.0,0.0,1,1,5,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-6500,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6759,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4421,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1185-1,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1471,0.0,0.0,2,2,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-135a-1,0.012345679012345678,0.019290123456790122,4,4,14,12,0.2222222222222222,0.2222222222222222,0.05090253858787235,0.05691599878367292,0.9930555555555556
hsa-mir-4534,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6831,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6779,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-649,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4654,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-5188,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4722,0.0,0.0,2,2,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-544b,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-548am,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4425,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4708,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6072,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4490,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4430,0.0,0.0,2,2,4,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-194-2,0.0,0.0,2,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-5683,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-5010,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4768,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6783,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4320,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4450,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-138-1,0.0,0.0,2,2,12,13,0.0,0.0,0.0,0.0,1.0
hsa-mir-4695,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-645,0.018518518518518517,0.0,4,4,11,12,0.3333333333333333,0.0,0.07635380788180852,0.0,0.9814814814814815
hsa-mir-892a,0.012987012987012986,0.0,2,2,7,10,0.14285714285714285,0.0,0.04106854104114778,0.0,0.987012987012987
hsa-let-7f-2,0.0,0.0,3,3,15,13,0.0,0.0,0.0,0.0,1.0
hsa-mir-5047,0.0,0.0,1,1,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-6088,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4260,0.0,0.0,2,2,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6086,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6792,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6507,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4266,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-6732,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-6075,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4779,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4782,0.0,0.0,1,1,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-2277,0.0,0.0,3,2,5,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4744,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-4714,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-516a-2,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-891b,0.0,0.0,2,2,3,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-6882,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-8078,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-519a-2,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-516a-1,0.01111111111111111,0.013333333333333334,3,3,7,6,0.16666666666666666,0.2,0.041573970964154904,0.04988876515698589,0.9977777777777778
hsa-mir-512-1,0.0,0.0,3,3,5,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-639,0.0,0.0,4,4,11,10,0.0,0.0,0.0,0.0,1.0
hsa-mir-7112,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4524a,0.0,0.0,1,1,3,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-1295a,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-1284,0.013333333333333334,0.0,3,3,6,6,0.2,0.0,0.04988876515698589,0.0,0.9866666666666667
hsa-mir-378e,0.0,0.0,2,2,5,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4683,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-4328,0.0,0.0,2,2,4,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-1470,0.0,0.0,3,3,5,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-4669,0.0,0.0,2,2,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-1255a,0.0,0.0,3,3,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4656,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4665,0.0,0.0,2,2,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-555,0.0,0.0,2,2,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-6840,0.0,0.0,1,1,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4480,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-7702,0.0303030303030303,0.0,2,2,3,2,0.3333333333333333,0.0,0.09582659576267816,0.0,0.9696969696969697
hsa-mir-892c,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-1181,0.0,0.0,3,3,7,8,0.0,0.0,0.0,0.0,1.0
hsa-mir-3131,0.0,0.0,3,3,4,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-3667,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6077,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4636,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-5702,0.0,0.0,1,1,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-6746,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-6127,0.0,,1,0,1,0,0.0,,0.0,,
hsa-mir-5582,0.0,0.0,1,1,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-4529,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4288,0.0,0.0,2,2,5,7,0.0,0.0,0.0,0.0,1.0
hsa-mir-5682,0.0,0.0,1,1,2,4,0.0,0.0,0.0,0.0,1.0
hsa-mir-8061,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4447,0.0,0.0,2,2,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6090,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4505,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-3170,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-4427,0.0,0.0,2,2,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-6084,0.0,0.0,1,1,2,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-548f-1,0.0,0.0,1,1,3,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4660,0.0,0.0,1,1,3,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-5581,0.0,0.0,1,1,5,5,0.0,0.0,0.0,0.0,1.0
hsa-mir-4758,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-194-1,0.014285714285714285,0.020512820512820513,3,3,15,14,0.21428571428571427,0.3076923076923077,0.05345224838248487,0.07675194639536291,0.9937728937728938
hsa-mir-486-1,0.0,0.0,2,2,10,10,0.0,0.0,0.0,0.0,1.0
hsa-mir-548as,0.0,0.0,1,1,1,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-4658,0.0,0.0,1,1,2,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6503,0.0,0.0,1,1,1,3,0.0,0.0,0.0,0.0,1.0
hsa-mir-6809,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-8075,0.0,0.0,1,1,2,2,0.0,0.0,0.0,0.0,1.0
hsa-mir-3159,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4724,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
hsa-mir-4767,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0
